customer_id,customer_segment,region,subscription_plan,signup_date
CUST_01183,small_business,NA,standard,2021-04-14
CUST_01184,individual,NA,standard,2021-10-29
CUST_01185,small_business,EU,premium,2022-03-21
CUST_01186,small_business,EU,enterprise,2021-01-29
CUST_01187,individual,NA,basic,2022-05-05
CUST_01188,small_business,LATAM,basic,2020-10-04
CUST_01189,government,NA,premium,2022-07-05
CUST_01190,individual,NA,premium,2021-03-27
CUST_01191,small_business,APAC,premium,2022-02-28
CUST_01192,individual,LATAM,basic,2022-09-22
CUST_01193,small_business,NA,premium,2021-09-01
CUST_01194,enterprise,NA,premium,2022-04-10
CUST_01195,individual,EU,enterprise,2022-04-13
CUST_01196,individual,EU,standard,2021-02-05
CUST_01197,government,NA,standard,2021-03-08
CUST_01198,small_business,MEA,basic,2022-02-03
CUST_01199,small_business,EU,premium,2022-10-13
CUST_01200,individual,NA,standard,2022-08-06
CUST_01201,enterprise,APAC,enterprise,2021-10-27
CUST_01202,small_business,EU,premium,2022-10-20
CUST_01203,individual,NA,standard,2021-03-04
CUST_01204,individual,NA,standard,2022-03-30
CUST_01205,enterprise,APAC,enterprise,2020-11-27
CUST_01206,small_business,MEA,standard,2022-06-27
CUST_01207,enterprise,NA,basic,2022-04-19
CUST_01208,government,APAC,basic,2022-07-15
CUST_01209,individual,NA,enterprise,2021-09-04
CUST_01210,small_business,NA,standard,2020-11-09
CUST_01211,government,NA,standard,2022-10-07
CUST_01212,small_business,LATAM,standard,2022-04-23
CUST_01213,small_business,EU,basic,2021-07-11
CUST_01214,enterprise,NA,premium,2020-08-03
CUST_01215,enterprise,LATAM,standard,2020-07-24
CUST_01216,small_business,NA,standard,2021-01-17
CUST_01217,small_business,EU,standard,2020-11-26
CUST_01218,small_business,EU,standard,2021-03-18
CUST_01219,small_business,LATAM,standard,2022-05-14
CUST_01220,enterprise,EU,standard,2022-04-10
CUST_01221,individual,NA,standard,2020-11-16
CUST_01222,enterprise,NA,standard,2022-12-24
CUST_01223,small_business,EU,premium,2022-03-01
CUST_01224,individual,EU,basic,2022-05-10
CUST_01225,enterprise,EU,basic,2021-06-06
CUST_01226,individual,NA,premium,2021-03-11
CUST_01227,individual,EU,basic,2021-10-26
CUST_01228,small_business,EU,premium,2021-04-14
CUST_01229,enterprise,APAC,basic,2020-12-02
CUST_01230,small_business,NA,basic,2022-10-23
CUST_01231,individual,NA,standard,2021-04-09
CUST_01232,small_business,APAC,standard,2022-02-07
CUST_01233,individual,NA,standard,2022-06-25
CUST_01234,government,NA,basic,2021-10-10
CUST_01235,small_business,NA,basic,2021-08-14
CUST_01236,individual,EU,premium,2021-08-09
CUST_01237,government,EU,premium,2022-01-28
CUST_01238,individual,APAC,basic,2022-04-04
CUST_01239,enterprise,NA,standard,2022-06-19
CUST_01240,enterprise,NA,standard,2022-12-20
CUST_01241,individual,APAC,basic,2020-11-03
CUST_01242,government,NA,enterprise,2022-06-12
CUST_01243,small_business,APAC,standard,2022-06-02
CUST_01244,small_business,APAC,standard,2022-02-05
CUST_01245,individual,APAC,premium,2021-06-18
CUST_01246,small_business,NA,standard,2022-06-12
CUST_01247,individual,NA,premium,2022-09-08
CUST_01248,individual,EU,basic,2020-10-10
CUST_01249,individual,NA,premium,2022-12-23
CUST_01250,government,EU,premium,2021-01-27
CUST_01251,small_business,EU,basic,2022-07-24
CUST_01252,small_business,APAC,standard,2020-11-15
CUST_01253,small_business,NA,standard,2021-01-13
CUST_01254,small_business,NA,standard,2022-02-11
CUST_01255,government,APAC,premium,2020-09-29
CUST_01256,enterprise,APAC,basic,2021-12-11
CUST_01257,individual,NA,premium,2021-08-23
CUST_01258,small_business,EU,standard,2021-08-18
CUST_01259,individual,NA,standard,2020-12-13
CUST_01260,small_business,LATAM,standard,2020-08-03
CUST_01261,small_business,NA,basic,2022-03-05
CUST_01262,enterprise,EU,standard,2020-10-29
CUST_01263,small_business,EU,basic,2022-12-13
CUST_01264,small_business,EU,standard,2022-02-07
CUST_01265,small_business,APAC,standard,2021-12-01
CUST_01266,individual,APAC,premium,2022-07-28
CUST_01267,small_business,NA,standard,2022-09-10
CUST_01268,individual,APAC,basic,2022-08-22
CUST_01269,individual,NA,basic,2022-06-19
CUST_01270,individual,EU,premium,2021-02-27
CUST_01271,small_business,EU,standard,2022-11-12
CUST_01272,individual,EU,basic,2022-06-02
CUST_01273,small_business,LATAM,premium,2021-09-09
CUST_01274,enterprise,NA,standard,2021-11-02
CUST_01275,enterprise,APAC,basic,2021-04-10
CUST_01276,individual,NA,basic,2022-02-24
CUST_01277,individual,NA,standard,2022-09-20
CUST_01278,small_business,EU,basic,2021-07-12
CUST_01279,small_business,EU,enterprise,2021-06-09
CUST_01280,small_business,EU,basic,2021-03-19
CUST_01281,small_business,APAC,premium,2021-10-21
CUST_01282,enterprise,NA,basic,2021-11-16
CUST_01283,small_business,APAC,standard,2021-04-27
CUST_01284,individual,EU,standard,2022-02-03
CUST_01285,enterprise,EU,standard,2020-09-08
CUST_01286,small_business,EU,standard,2022-05-27
CUST_01287,individual,EU,premium,2021-12-29
CUST_01288,government,EU,standard,2020-12-19
CUST_01289,individual,NA,basic,2022-08-16
CUST_01290,government,NA,standard,2022-05-19
CUST_01291,individual,NA,premium,2021-01-25
CUST_01292,enterprise,LATAM,standard,2021-05-27
CUST_01293,enterprise,NA,basic,2022-01-02
CUST_01294,individual,NA,premium,2022-04-21
CUST_01295,individual,APAC,basic,2021-11-18
CUST_01296,small_business,NA,basic,2022-02-03
CUST_01297,enterprise,NA,premium,2021-01-25
CUST_01298,small_business,APAC,basic,2021-03-15
CUST_01299,individual,APAC,standard,2022-10-13
CUST_01300,enterprise,LATAM,standard,2020-07-15
CUST_01301,enterprise,EU,premium,2020-07-25
CUST_01302,enterprise,APAC,premium,2022-12-21
CUST_01303,small_business,APAC,basic,2021-07-14
CUST_01304,individual,EU,basic,2021-08-05
CUST_01305,small_business,NA,premium,2021-11-25
CUST_01306,government,APAC,standard,2022-10-01
CUST_01307,individual,NA,standard,2022-08-19
CUST_01308,individual,EU,premium,2021-06-19
CUST_01309,individual,NA,standard,2020-10-31
CUST_01310,small_business,APAC,standard,2022-06-13
CUST_01311,small_business,APAC,basic,2021-04-11
CUST_01312,government,EU,basic,2022-04-04
CUST_01313,enterprise,NA,enterprise,2022-10-02
CUST_01314,individual,EU,standard,2022-06-20
CUST_01315,individual,EU,basic,2022-02-23
CUST_01316,individual,NA,premium,2020-10-01
CUST_01317,individual,NA,basic,2020-09-16
CUST_01318,individual,APAC,basic,2020-12-17
CUST_01319,enterprise,NA,basic,2021-04-06
CUST_01320,enterprise,LATAM,premium,2022-12-18
CUST_01321,individual,APAC,standard,2021-09-06
CUST_01322,individual,NA,standard,2022-06-07
CUST_01323,small_business,APAC,standard,2021-04-04
CUST_01324,small_business,NA,premium,2022-12-14
CUST_01325,individual,LATAM,standard,2022-04-15
CUST_01326,individual,NA,premium,2021-04-09
CUST_01327,individual,EU,enterprise,2022-10-25
CUST_01328,individual,NA,premium,2021-02-25
CUST_01329,individual,NA,basic,2021-03-08
CUST_01330,individual,MEA,standard,2021-01-05
CUST_01331,individual,NA,premium,2021-07-06
CUST_01332,individual,NA,enterprise,2021-06-06
CUST_01333,enterprise,NA,basic,2021-07-08
CUST_01334,individual,EU,premium,2022-12-14
CUST_01335,individual,EU,standard,2022-05-05
CUST_01336,government,MEA,basic,2022-10-30
CUST_01337,small_business,LATAM,premium,2020-09-19
CUST_01338,government,LATAM,enterprise,2022-05-16
CUST_01339,individual,LATAM,premium,2022-10-04
CUST_01340,small_business,EU,premium,2020-07-22
CUST_01341,small_business,NA,basic,2022-07-29
CUST_01342,individual,NA,standard,2021-09-29
CUST_01343,small_business,NA,basic,2021-06-26
CUST_01344,small_business,NA,basic,2021-01-26
CUST_01345,small_business,EU,basic,2020-11-04
CUST_01346,individual,LATAM,enterprise,2022-02-10
CUST_01347,individual,EU,premium,2022-06-27
CUST_01348,individual,LATAM,premium,2020-11-09
CUST_01349,individual,MEA,enterprise,2022-02-25
CUST_01350,individual,LATAM,premium,2020-12-06
CUST_01351,individual,APAC,basic,2022-06-26
CUST_01352,individual,MEA,standard,2021-04-21
CUST_01353,small_business,NA,basic,2021-01-28
CUST_01354,individual,NA,premium,2022-08-17
CUST_01355,small_business,EU,premium,2021-12-15
CUST_01356,individual,EU,standard,2022-07-18
CUST_01357,individual,NA,premium,2022-12-17
CUST_01358,enterprise,MEA,basic,2021-02-13
CUST_01359,government,APAC,basic,2021-10-09
CUST_01360,enterprise,EU,standard,2021-09-20
CUST_01361,enterprise,EU,premium,2021-04-19
CUST_01362,small_business,EU,standard,2021-04-15
CUST_01363,government,EU,standard,2021-03-16
CUST_01364,enterprise,APAC,standard,2021-09-26
CUST_01365,small_business,LATAM,premium,2022-04-25
CUST_01366,small_business,EU,premium,2021-06-09
CUST_01367,individual,APAC,enterprise,2022-06-21
CUST_01368,individual,EU,standard,2020-09-06
CUST_01369,individual,NA,basic,2022-11-07
CUST_01370,small_business,LATAM,standard,2021-03-11
CUST_01371,small_business,APAC,basic,2020-10-26
CUST_01372,small_business,LATAM,standard,2021-11-25
CUST_01373,individual,EU,basic,2021-05-07
CUST_01374,enterprise,LATAM,premium,2022-10-01
CUST_01375,individual,APAC,enterprise,2020-10-08
CUST_01376,individual,APAC,basic,2021-01-08
CUST_01377,individual,EU,standard,2021-12-04
CUST_01378,small_business,MEA,standard,2022-07-22
CUST_01379,individual,EU,premium,2022-01-23
CUST_01380,small_business,APAC,basic,2020-07-26
CUST_01381,individual,APAC,basic,2022-02-20
CUST_01382,individual,APAC,standard,2021-03-31
CUST_01383,individual,LATAM,enterprise,2022-12-29
CUST_01384,small_business,NA,standard,2020-08-09
CUST_01385,small_business,APAC,standard,2021-08-14
CUST_01386,individual,EU,standard,2021-11-08
CUST_01387,individual,EU,basic,2021-06-20
CUST_01388,individual,EU,premium,2022-06-03
CUST_01389,individual,NA,premium,2022-11-25
CUST_01390,individual,NA,standard,2021-04-24
CUST_01391,individual,LATAM,basic,2021-11-01
CUST_01392,government,NA,basic,2021-02-24
CUST_01393,small_business,EU,premium,2022-07-04
CUST_01394,government,APAC,standard,2022-11-26
CUST_01395,individual,NA,standard,2021-12-09
CUST_01396,enterprise,APAC,premium,2022-10-27
CUST_01397,individual,NA,premium,2022-03-26
CUST_01398,individual,EU,basic,2022-06-01
CUST_01399,small_business,NA,premium,2021-03-28
CUST_01400,small_business,NA,premium,2021-04-22
CUST_01401,government,MEA,basic,2021-04-18
CUST_01402,enterprise,NA,standard,2021-04-03
CUST_01403,individual,NA,standard,2021-07-18
CUST_01404,small_business,EU,premium,2021-04-17
CUST_01405,individual,NA,basic,2022-09-02
CUST_01406,individual,EU,basic,2020-08-16
CUST_01407,individual,EU,standard,2022-11-16
CUST_01408,individual,EU,standard,2022-12-21
CUST_01409,small_business,APAC,basic,2022-10-24
CUST_01410,individual,EU,standard,2022-12-26
CUST_01411,individual,NA,standard,2021-05-29
CUST_01412,small_business,NA,basic,2022-01-28
CUST_01413,enterprise,LATAM,standard,2021-09-03
CUST_01414,enterprise,APAC,standard,2021-03-30
CUST_01415,small_business,LATAM,premium,2021-09-15
CUST_01416,enterprise,EU,premium,2020-08-29
CUST_01417,small_business,EU,premium,2021-06-12
CUST_01418,small_business,NA,premium,2020-10-05
CUST_01419,enterprise,APAC,basic,2022-08-02
CUST_01420,individual,NA,enterprise,2021-03-31
CUST_01421,small_business,NA,standard,2022-06-24
CUST_01422,small_business,LATAM,premium,2021-01-09
CUST_01423,enterprise,APAC,basic,2022-10-05
CUST_01424,small_business,NA,standard,2022-02-26
CUST_01425,individual,NA,basic,2020-10-20
CUST_01426,individual,NA,basic,2021-08-01
CUST_01427,individual,EU,standard,2022-06-21
CUST_01428,individual,EU,premium,2022-02-18
CUST_01429,enterprise,NA,premium,2020-09-12
CUST_01430,government,EU,enterprise,2022-06-05
CUST_01431,small_business,EU,premium,2021-07-16
CUST_01432,individual,NA,basic,2020-08-16
CUST_01433,small_business,NA,standard,2022-11-15
CUST_01434,individual,APAC,premium,2022-12-09
CUST_01435,small_business,NA,premium,2022-02-07
CUST_01436,individual,NA,standard,2020-11-01
CUST_01437,individual,NA,basic,2022-03-27
CUST_01438,individual,MEA,standard,2022-09-19
CUST_01439,individual,EU,standard,2022-08-10
CUST_01440,government,APAC,standard,2022-07-10
CUST_01441,individual,EU,standard,2021-10-04
CUST_01442,individual,NA,enterprise,2022-11-11
CUST_01443,individual,NA,standard,2022-07-02
CUST_01444,small_business,LATAM,standard,2021-01-25
CUST_01445,small_business,EU,standard,2020-09-16
CUST_01446,individual,APAC,premium,2022-10-13
CUST_01447,government,APAC,standard,2022-08-20
CUST_01448,individual,APAC,premium,2022-09-24
CUST_01449,small_business,APAC,premium,2021-09-12
CUST_01450,small_business,LATAM,basic,2021-04-10
CUST_01451,individual,EU,basic,2021-02-19
CUST_01452,individual,LATAM,standard,2021-08-20
CUST_01453,individual,EU,standard,2021-09-16
CUST_01454,enterprise,NA,standard,2021-05-23
CUST_01455,individual,NA,premium,2020-10-08
CUST_01456,individual,EU,basic,2022-02-26
CUST_01457,small_business,EU,standard,2021-04-06
CUST_01458,individual,NA,standard,2022-10-26
CUST_01459,individual,APAC,standard,2020-10-20
CUST_01460,government,EU,standard,2021-01-21
CUST_01461,individual,APAC,basic,2021-01-03
CUST_01462,small_business,EU,standard,2021-09-14
CUST_01463,individual,NA,standard,2022-02-20
CUST_01464,government,NA,basic,2020-09-20
CUST_01465,small_business,APAC,standard,2021-03-12
CUST_01466,small_business,NA,premium,2021-05-17
CUST_01467,enterprise,APAC,basic,2022-08-04
CUST_01468,small_business,EU,basic,2021-04-11
CUST_01469,small_business,NA,premium,2022-02-11
CUST_01470,individual,APAC,premium,2021-10-13
CUST_01471,small_business,LATAM,enterprise,2021-05-15
CUST_01472,individual,MEA,standard,2022-08-24
CUST_01473,enterprise,NA,enterprise,2022-11-08
CUST_01474,individual,EU,enterprise,2022-09-11
CUST_01475,enterprise,LATAM,basic,2021-01-12
CUST_01476,small_business,EU,premium,2021-11-12
CUST_01477,individual,EU,premium,2021-09-02
CUST_01478,individual,EU,premium,2021-12-29
CUST_01479,enterprise,NA,enterprise,2021-02-14
CUST_01480,individual,NA,standard,2022-08-07
CUST_01481,small_business,EU,standard,2022-08-15
CUST_01482,individual,APAC,standard,2021-09-22
CUST_01483,enterprise,APAC,enterprise,2021-04-03
CUST_01484,individual,EU,standard,2021-09-28
CUST_01485,individual,NA,standard,2022-12-25
CUST_01486,small_business,APAC,basic,2021-08-06
CUST_01487,individual,LATAM,standard,2022-11-28
CUST_01488,government,EU,premium,2022-09-08
CUST_01489,small_business,MEA,basic,2020-12-15
CUST_01490,small_business,MEA,enterprise,2020-10-26
CUST_01491,individual,EU,standard,2021-04-17
CUST_01492,individual,EU,premium,2021-02-16
CUST_01493,individual,APAC,premium,2022-02-16
CUST_01494,small_business,LATAM,standard,2022-12-21
CUST_01495,small_business,EU,standard,2020-12-11
CUST_01496,individual,EU,enterprise,2022-03-06
CUST_01497,individual,NA,enterprise,2020-11-25
CUST_01498,individual,APAC,basic,2021-03-28
CUST_01499,small_business,NA,basic,2022-03-09
CUST_01500,enterprise,EU,basic,2022-10-09
CUST_01501,individual,NA,premium,2022-04-18
CUST_01502,individual,NA,premium,2022-12-18
CUST_01503,small_business,EU,enterprise,2020-12-06
CUST_01504,individual,EU,premium,2022-04-09
CUST_01505,enterprise,NA,basic,2021-07-10
CUST_01506,enterprise,NA,basic,2022-08-06
CUST_01507,small_business,APAC,premium,2020-11-22
CUST_01508,government,APAC,basic,2021-10-08
CUST_01509,small_business,NA,standard,2020-08-22
CUST_01510,individual,APAC,premium,2022-09-05
CUST_01511,individual,EU,standard,2021-09-01
CUST_01512,small_business,APAC,standard,2021-12-09
CUST_01513,small_business,EU,basic,2021-07-07
CUST_01514,enterprise,NA,enterprise,2021-09-29
CUST_01515,individual,NA,standard,2022-11-20
CUST_01516,individual,EU,standard,2020-08-20
CUST_01517,individual,LATAM,premium,2022-01-23
CUST_01518,individual,APAC,basic,2021-05-13
CUST_01519,individual,APAC,premium,2020-12-11
CUST_01520,small_business,APAC,standard,2021-02-07
CUST_01521,small_business,NA,standard,2021-02-12
CUST_01522,individual,NA,standard,2021-07-13
CUST_01523,individual,EU,basic,2022-03-17
CUST_01524,individual,NA,standard,2022-11-04
CUST_01525,government,APAC,premium,2021-04-28
CUST_01526,small_business,APAC,basic,2020-08-08
CUST_01527,small_business,EU,premium,2021-03-09
CUST_01528,small_business,MEA,premium,2021-01-19
CUST_01529,individual,NA,premium,2022-10-16
CUST_01530,small_business,LATAM,basic,2021-10-21
CUST_01531,small_business,APAC,premium,2022-04-13
CUST_01532,individual,NA,premium,2021-12-06
CUST_01533,individual,MEA,basic,2020-09-21
CUST_01534,individual,EU,standard,2022-06-10
CUST_01535,small_business,NA,standard,2022-08-07
CUST_01536,small_business,EU,standard,2022-09-15
CUST_01537,enterprise,APAC,basic,2022-10-19
CUST_01538,individual,APAC,premium,2022-12-13
CUST_01539,enterprise,NA,standard,2022-11-24
CUST_01540,small_business,NA,premium,2021-11-27
CUST_01541,small_business,EU,enterprise,2021-08-17
CUST_01542,small_business,EU,premium,2020-09-22
CUST_01543,enterprise,EU,basic,2021-01-26
CUST_01544,enterprise,EU,standard,2021-12-30
CUST_01545,individual,NA,basic,2021-03-10
CUST_01546,individual,EU,enterprise,2022-10-11
CUST_01547,enterprise,APAC,basic,2022-06-08
CUST_01548,individual,NA,standard,2022-06-20
CUST_01549,individual,EU,basic,2021-01-26
CUST_01550,individual,NA,standard,2020-12-10
CUST_01551,individual,NA,basic,2021-05-04
CUST_01552,individual,EU,premium,2021-03-14
CUST_01553,individual,EU,premium,2021-09-28
CUST_01554,government,NA,standard,2022-01-21
CUST_01555,enterprise,NA,basic,2020-09-27
CUST_01556,small_business,EU,enterprise,2020-07-24
CUST_01557,enterprise,NA,standard,2022-10-20
CUST_01558,individual,NA,premium,2021-09-06
CUST_01559,enterprise,EU,basic,2021-03-08
CUST_01560,individual,NA,basic,2022-02-21
CUST_01561,enterprise,NA,standard,2020-08-29
CUST_01562,small_business,APAC,basic,2021-08-10
CUST_01563,small_business,EU,basic,2022-06-08
CUST_01564,individual,APAC,enterprise,2021-02-06
CUST_01565,individual,NA,premium,2021-06-22
CUST_01566,individual,APAC,premium,2020-11-10
CUST_01567,individual,NA,basic,2022-03-27
CUST_01568,individual,EU,premium,2021-06-14
CUST_01569,individual,NA,standard,2022-08-18
CUST_01570,individual,APAC,standard,2020-10-27
CUST_01571,individual,LATAM,basic,2022-12-25
CUST_01572,individual,NA,premium,2022-03-17
CUST_01573,individual,APAC,premium,2021-01-23
CUST_01574,individual,NA,basic,2021-09-27
CUST_01575,individual,LATAM,standard,2022-11-24
CUST_01576,small_business,APAC,standard,2022-10-03
CUST_01577,small_business,APAC,standard,2022-12-28
CUST_01578,small_business,NA,enterprise,2022-09-26
CUST_01579,small_business,LATAM,enterprise,2021-07-31
CUST_01580,individual,APAC,premium,2022-03-24
CUST_01581,individual,NA,basic,2020-08-20
CUST_01582,government,EU,basic,2021-02-14
CUST_01583,enterprise,NA,standard,2022-06-01
CUST_01584,individual,NA,premium,2020-11-16
CUST_01585,small_business,NA,basic,2021-06-30
CUST_01586,individual,APAC,standard,2022-09-05
CUST_01587,individual,NA,standard,2021-05-18
CUST_01588,individual,NA,premium,2022-02-02
CUST_01589,individual,NA,basic,2022-05-04
CUST_01590,small_business,LATAM,standard,2022-05-21
CUST_01591,individual,EU,basic,2021-10-12
CUST_01592,individual,LATAM,standard,2021-12-01
CUST_01593,individual,EU,basic,2021-12-30
CUST_01594,government,NA,basic,2021-01-23
CUST_01595,small_business,NA,basic,2021-09-12
CUST_01596,small_business,NA,standard,2022-03-05
CUST_01597,small_business,APAC,standard,2021-04-15
CUST_01598,enterprise,EU,standard,2022-05-11
CUST_01599,individual,LATAM,standard,2022-05-25
CUST_01600,small_business,APAC,basic,2020-12-15
CUST_01601,individual,LATAM,basic,2021-10-14
CUST_01602,small_business,LATAM,standard,2022-08-02
CUST_01603,enterprise,LATAM,standard,2022-11-17
CUST_01604,individual,EU,premium,2022-11-28
CUST_01605,individual,EU,premium,2021-01-18
CUST_01606,enterprise,EU,basic,2021-06-09
CUST_01607,enterprise,APAC,standard,2022-05-23
CUST_01608,individual,NA,standard,2022-10-01
CUST_01609,individual,APAC,basic,2021-09-18
CUST_01610,enterprise,APAC,basic,2021-09-23
CUST_01611,small_business,NA,premium,2022-06-26
CUST_01612,enterprise,EU,standard,2021-03-24
CUST_01613,individual,EU,standard,2021-01-24
CUST_01614,individual,NA,standard,2022-03-31
CUST_01615,small_business,EU,standard,2022-06-03
CUST_01616,enterprise,NA,premium,2020-12-09
CUST_01617,government,EU,enterprise,2021-12-25
CUST_01618,enterprise,NA,standard,2021-04-08
CUST_01619,individual,EU,standard,2021-01-10
CUST_01620,individual,APAC,basic,2022-01-24
CUST_01621,individual,NA,standard,2020-11-22
CUST_01622,small_business,MEA,basic,2020-11-30
CUST_01623,enterprise,NA,premium,2021-08-04
CUST_01624,small_business,NA,basic,2022-01-13
CUST_01625,small_business,EU,premium,2021-09-07
CUST_01626,small_business,APAC,standard,2022-03-08
CUST_01627,small_business,EU,premium,2021-01-22
CUST_01628,enterprise,LATAM,basic,2021-09-20
CUST_01629,individual,EU,basic,2022-10-15
CUST_01630,individual,NA,premium,2021-08-11
CUST_01631,individual,NA,enterprise,2022-12-09
CUST_01632,individual,MEA,standard,2022-08-19
CUST_01633,small_business,EU,premium,2022-12-11
CUST_01634,individual,NA,premium,2022-05-09
CUST_01635,enterprise,EU,standard,2021-05-19
CUST_01636,individual,APAC,standard,2021-05-04
CUST_01637,small_business,EU,standard,2021-09-20
CUST_01638,individual,NA,premium,2022-07-10
CUST_01639,enterprise,NA,standard,2022-03-12
CUST_01640,enterprise,NA,standard,2021-09-22
CUST_01641,government,EU,basic,2021-07-02
CUST_01642,individual,MEA,premium,2021-01-22
CUST_01643,enterprise,APAC,basic,2022-09-04
CUST_01644,individual,NA,basic,2022-04-10
CUST_01645,individual,NA,premium,2021-02-19
CUST_01646,individual,NA,standard,2021-06-28
CUST_01647,government,EU,basic,2022-12-07
CUST_01648,individual,EU,basic,2021-09-19
CUST_01649,enterprise,NA,enterprise,2021-06-21
CUST_01650,government,NA,premium,2021-09-03
CUST_01651,enterprise,MEA,premium,2021-05-24
CUST_01652,small_business,APAC,premium,2021-10-06
CUST_01653,individual,NA,standard,2022-11-21
CUST_01654,individual,EU,standard,2021-11-16
CUST_01655,small_business,NA,standard,2022-02-01
CUST_01656,individual,APAC,standard,2022-05-19
CUST_01657,enterprise,APAC,basic,2022-10-08
CUST_01658,small_business,EU,premium,2022-10-04
CUST_01659,government,EU,standard,2021-04-24
CUST_01660,small_business,LATAM,enterprise,2021-12-28
CUST_01661,individual,APAC,standard,2021-12-02
CUST_01662,individual,NA,standard,2021-10-02
CUST_01663,enterprise,NA,premium,2021-10-04
CUST_01664,small_business,EU,standard,2022-07-18
CUST_01665,enterprise,MEA,standard,2021-11-03
CUST_01666,individual,EU,basic,2022-06-03
CUST_01667,individual,MEA,standard,2022-01-23
CUST_01668,individual,MEA,premium,2022-10-03
CUST_01669,individual,APAC,basic,2022-07-06
CUST_01670,small_business,APAC,premium,2022-08-14
CUST_01671,individual,APAC,basic,2021-08-17
CUST_01672,individual,APAC,premium,2022-02-24
CUST_01673,small_business,APAC,basic,2020-10-13
CUST_01674,individual,NA,enterprise,2020-08-30
CUST_01675,small_business,NA,premium,2022-03-13
CUST_01676,individual,EU,premium,2022-04-26
CUST_01677,individual,APAC,standard,2022-10-25
CUST_01678,small_business,EU,standard,2021-10-12
CUST_01679,enterprise,EU,standard,2021-01-21
CUST_01680,enterprise,EU,premium,2022-12-15
CUST_01681,enterprise,NA,basic,2022-02-08
CUST_01682,small_business,APAC,standard,2022-11-08
CUST_01683,individual,EU,enterprise,2022-01-02
CUST_01684,individual,NA,standard,2022-10-15
CUST_01685,small_business,APAC,basic,2022-09-27
CUST_01686,small_business,NA,standard,2022-02-12
CUST_01687,enterprise,APAC,standard,2021-01-30
CUST_01688,small_business,EU,standard,2022-01-06
CUST_01689,enterprise,NA,standard,2021-12-16
CUST_01690,enterprise,EU,enterprise,2022-07-19
CUST_01691,individual,NA,basic,2022-06-23
CUST_01692,enterprise,EU,premium,2021-07-12
CUST_01693,enterprise,APAC,premium,2020-10-02
CUST_01694,individual,EU,basic,2020-09-15
CUST_01695,individual,NA,standard,2021-01-24
CUST_01696,individual,APAC,premium,2021-04-30
CUST_01697,small_business,MEA,basic,2022-02-24
CUST_01698,individual,APAC,basic,2020-08-07
CUST_01699,small_business,APAC,standard,2022-06-01
CUST_01700,individual,NA,premium,2020-10-21
CUST_01701,individual,NA,standard,2021-10-17
CUST_01702,individual,NA,premium,2021-07-25
CUST_01703,small_business,EU,enterprise,2022-11-18
CUST_01704,individual,APAC,premium,2020-10-22
CUST_01705,individual,EU,standard,2022-06-11
CUST_01706,individual,EU,basic,2020-08-18
CUST_01707,small_business,NA,standard,2022-01-06
CUST_01708,individual,EU,premium,2022-04-29
CUST_01709,small_business,NA,premium,2020-11-11
CUST_01710,individual,NA,basic,2022-03-19
CUST_01711,individual,APAC,basic,2020-12-20
CUST_01712,individual,NA,standard,2021-01-07
CUST_01713,small_business,APAC,basic,2021-02-11
CUST_01714,government,NA,standard,2021-12-09
CUST_01715,individual,EU,standard,2020-11-13
CUST_01716,government,NA,basic,2022-08-15
CUST_01717,small_business,EU,basic,2020-12-23
CUST_01718,individual,NA,basic,2022-03-17
CUST_01719,small_business,APAC,premium,2020-08-23
CUST_01720,individual,EU,basic,2020-08-09
CUST_01721,individual,LATAM,premium,2020-10-02
CUST_01722,small_business,APAC,basic,2021-02-10
CUST_01723,small_business,NA,standard,2021-02-26
CUST_01724,small_business,NA,standard,2021-01-20
CUST_01725,small_business,NA,enterprise,2022-07-13
CUST_01726,individual,MEA,standard,2021-05-02
CUST_01727,enterprise,EU,basic,2021-10-24
CUST_01728,small_business,NA,premium,2021-05-16
CUST_01729,small_business,APAC,premium,2021-11-18
CUST_01730,individual,APAC,enterprise,2021-08-23
CUST_01731,small_business,NA,standard,2022-08-29
CUST_01732,individual,EU,standard,2022-08-17
CUST_01733,individual,APAC,premium,2021-08-09
CUST_01734,small_business,MEA,standard,2021-02-05
CUST_01735,individual,NA,standard,2020-11-14
CUST_01736,individual,APAC,premium,2020-10-12
CUST_01737,small_business,NA,standard,2021-08-03
CUST_01738,individual,NA,premium,2021-06-21
CUST_01739,individual,APAC,enterprise,2022-09-02
CUST_01740,individual,NA,standard,2021-09-18
CUST_01741,individual,NA,premium,2020-10-25
CUST_01742,individual,APAC,standard,2022-08-17
CUST_01743,individual,EU,premium,2021-05-29
CUST_01744,small_business,APAC,premium,2021-05-26
CUST_01745,small_business,EU,basic,2022-11-05
CUST_01746,individual,EU,enterprise,2021-04-10
CUST_01747,small_business,APAC,basic,2022-10-31
CUST_01748,individual,NA,premium,2022-01-09
CUST_01749,enterprise,EU,premium,2021-04-01
CUST_01750,individual,NA,standard,2022-01-01
CUST_01751,individual,NA,basic,2022-05-06
CUST_01752,small_business,EU,enterprise,2022-10-26
CUST_01753,enterprise,NA,basic,2021-06-29
CUST_01754,individual,EU,premium,2021-05-30
CUST_01755,small_business,EU,basic,2021-09-08
CUST_01756,small_business,MEA,standard,2021-11-28
CUST_01757,individual,NA,standard,2021-01-24
CUST_01758,small_business,NA,standard,2020-11-09
CUST_01759,small_business,NA,basic,2021-10-12
CUST_01760,individual,APAC,enterprise,2022-10-16
