date,year,month,month_name,day,weekday,quarter,is_weekend
2024-04-09,2024,2024-04,April,9,Tuesday,Q2,False
2024-04-10,2024,2024-04,April,10,Wednesday,Q2,False
2024-04-11,2024,2024-04,April,11,Thursday,Q2,False
2024-04-12,2024,2024-04,April,12,Friday,Q2,False
2024-04-13,2024,2024-04,April,13,Saturday,Q2,True
2024-04-14,2024,2024-04,April,14,Sunday,Q2,True
2024-04-15,2024,2024-04,April,15,Monday,Q2,False
2024-04-16,2024,2024-04,April,16,Tuesday,Q2,False
2024-04-17,2024,2024-04,April,17,Wednesday,Q2,False
2024-04-18,2024,2024-04,April,18,Thursday,Q2,False
2024-04-19,2024,2024-04,April,19,Friday,Q2,False
2024-04-20,2024,2024-04,April,20,Saturday,Q2,True
2024-04-21,2024,2024-04,April,21,Sunday,Q2,True
2024-04-22,2024,2024-04,April,22,Monday,Q2,False
2024-04-23,2024,2024-04,April,23,Tuesday,Q2,False
2024-04-24,2024,2024-04,April,24,Wednesday,Q2,False
2024-04-25,2024,2024-04,April,25,Thursday,Q2,False
2024-04-26,2024,2024-04,April,26,Friday,Q2,False
2024-04-27,2024,2024-04,April,27,Saturday,Q2,True
2024-04-28,2024,2024-04,April,28,Sunday,Q2,True
2024-04-29,2024,2024-04,April,29,Monday,Q2,False
2024-04-30,2024,2024-04,April,30,Tuesday,Q2,False
2024-05-01,2024,2024-05,May,1,Wednesday,Q2,False
2024-05-02,2024,2024-05,May,2,Thursday,Q2,False
2024-05-03,2024,2024-05,May,3,Friday,Q2,False
2024-05-04,2024,2024-05,May,4,Saturday,Q2,True
2024-05-05,2024,2024-05,May,5,Sunday,Q2,True
2024-05-06,2024,2024-05,May,6,Monday,Q2,False
2024-05-07,2024,2024-05,May,7,Tuesday,Q2,False
2024-05-08,2024,2024-05,May,8,Wednesday,Q2,False
2024-05-09,2024,2024-05,May,9,Thursday,Q2,False
2024-05-10,2024,2024-05,May,10,Friday,Q2,False
2024-05-11,2024,2024-05,May,11,Saturday,Q2,True
2024-05-12,2024,2024-05,May,12,Sunday,Q2,True
2024-05-13,2024,2024-05,May,13,Monday,Q2,False
2024-05-14,2024,2024-05,May,14,Tuesday,Q2,False
2024-05-15,2024,2024-05,May,15,Wednesday,Q2,False
2024-05-16,2024,2024-05,May,16,Thursday,Q2,False
2024-05-17,2024,2024-05,May,17,Friday,Q2,False
2024-05-18,2024,2024-05,May,18,Saturday,Q2,True
2024-05-19,2024,2024-05,May,19,Sunday,Q2,True
2024-05-20,2024,2024-05,May,20,Monday,Q2,False
2024-05-21,2024,2024-05,May,21,Tuesday,Q2,False
2024-05-22,2024,2024-05,May,22,Wednesday,Q2,False
2024-05-23,2024,2024-05,May,23,Thursday,Q2,False
2024-05-24,2024,2024-05,May,24,Friday,Q2,False
2024-05-25,2024,2024-05,May,25,Saturday,Q2,True
2024-05-26,2024,2024-05,May,26,Sunday,Q2,True
2024-05-27,2024,2024-05,May,27,Monday,Q2,False
2024-05-28,2024,2024-05,May,28,Tuesday,Q2,False
2024-05-29,2024,2024-05,May,29,Wednesday,Q2,False
2024-05-30,2024,2024-05,May,30,Thursday,Q2,False
2024-05-31,2024,2024-05,May,31,Friday,Q2,False
2024-06-01,2024,2024-06,June,1,Saturday,Q2,True
2024-06-02,2024,2024-06,June,2,Sunday,Q2,True
2024-06-03,2024,2024-06,June,3,Monday,Q2,False
2024-06-04,2024,2024-06,June,4,Tuesday,Q2,False
2024-06-05,2024,2024-06,June,5,Wednesday,Q2,False
2024-06-06,2024,2024-06,June,6,Thursday,Q2,False
2024-06-07,2024,2024-06,June,7,Friday,Q2,False
2024-06-08,2024,2024-06,June,8,Saturday,Q2,True
2024-06-09,2024,2024-06,June,9,Sunday,Q2,True
2024-06-10,2024,2024-06,June,10,Monday,Q2,False
2024-06-11,2024,2024-06,June,11,Tuesday,Q2,False
2024-06-12,2024,2024-06,June,12,Wednesday,Q2,False
2024-06-13,2024,2024-06,June,13,Thursday,Q2,False
2024-06-14,2024,2024-06,June,14,Friday,Q2,False
2024-06-15,2024,2024-06,June,15,Saturday,Q2,True
2024-06-16,2024,2024-06,June,16,Sunday,Q2,True
2024-06-17,2024,2024-06,June,17,Monday,Q2,False
2024-06-18,2024,2024-06,June,18,Tuesday,Q2,False
2024-06-19,2024,2024-06,June,19,Wednesday,Q2,False
2024-06-20,2024,2024-06,June,20,Thursday,Q2,False
2024-06-21,2024,2024-06,June,21,Friday,Q2,False
2024-06-22,2024,2024-06,June,22,Saturday,Q2,True
2024-06-23,2024,2024-06,June,23,Sunday,Q2,True
2024-06-24,2024,2024-06,June,24,Monday,Q2,False
2024-06-25,2024,2024-06,June,25,Tuesday,Q2,False
2024-06-26,2024,2024-06,June,26,Wednesday,Q2,False
2024-06-27,2024,2024-06,June,27,Thursday,Q2,False
2024-06-28,2024,2024-06,June,28,Friday,Q2,False
2024-06-29,2024,2024-06,June,29,Saturday,Q2,True
2024-06-30,2024,2024-06,June,30,Sunday,Q2,True
2024-07-01,2024,2024-07,July,1,Monday,Q3,False
2024-07-02,2024,2024-07,July,2,Tuesday,Q3,False
2024-07-03,2024,2024-07,July,3,Wednesday,Q3,False
2024-07-04,2024,2024-07,July,4,Thursday,Q3,False
2024-07-05,2024,2024-07,July,5,Friday,Q3,False
2024-07-06,2024,2024-07,July,6,Saturday,Q3,True
2024-07-07,2024,2024-07,July,7,Sunday,Q3,True
2024-07-08,2024,2024-07,July,8,Monday,Q3,False
2024-07-09,2024,2024-07,July,9,Tuesday,Q3,False
2024-07-10,2024,2024-07,July,10,Wednesday,Q3,False
2024-07-11,2024,2024-07,July,11,Thursday,Q3,False
2024-07-12,2024,2024-07,July,12,Friday,Q3,False
2024-07-13,2024,2024-07,July,13,Saturday,Q3,True
2024-07-14,2024,2024-07,July,14,Sunday,Q3,True
2024-07-15,2024,2024-07,July,15,Monday,Q3,False
2024-07-16,2024,2024-07,July,16,Tuesday,Q3,False
2024-07-17,2024,2024-07,July,17,Wednesday,Q3,False
2024-07-18,2024,2024-07,July,18,Thursday,Q3,False
2024-07-19,2024,2024-07,July,19,Friday,Q3,False
2024-07-20,2024,2024-07,July,20,Saturday,Q3,True
2024-07-21,2024,2024-07,July,21,Sunday,Q3,True
2024-07-22,2024,2024-07,July,22,Monday,Q3,False
2024-07-23,2024,2024-07,July,23,Tuesday,Q3,False
2024-07-24,2024,2024-07,July,24,Wednesday,Q3,False
2024-07-25,2024,2024-07,July,25,Thursday,Q3,False
2024-07-26,2024,2024-07,July,26,Friday,Q3,False
2024-07-27,2024,2024-07,July,27,Saturday,Q3,True
2024-07-28,2024,2024-07,July,28,Sunday,Q3,True
2024-07-29,2024,2024-07,July,29,Monday,Q3,False
2024-07-30,2024,2024-07,July,30,Tuesday,Q3,False
2024-07-31,2024,2024-07,July,31,Wednesday,Q3,False
2024-08-01,2024,2024-08,August,1,Thursday,Q3,False
2024-08-02,2024,2024-08,August,2,Friday,Q3,False
2024-08-03,2024,2024-08,August,3,Saturday,Q3,True
2024-08-04,2024,2024-08,August,4,Sunday,Q3,True
2024-08-05,2024,2024-08,August,5,Monday,Q3,False
2024-08-06,2024,2024-08,August,6,Tuesday,Q3,False
2024-08-07,2024,2024-08,August,7,Wednesday,Q3,False
2024-08-08,2024,2024-08,August,8,Thursday,Q3,False
2024-08-09,2024,2024-08,August,9,Friday,Q3,False
2024-08-10,2024,2024-08,August,10,Saturday,Q3,True
2024-08-11,2024,2024-08,August,11,Sunday,Q3,True
2024-08-12,2024,2024-08,August,12,Monday,Q3,False
2024-08-13,2024,2024-08,August,13,Tuesday,Q3,False
2024-08-14,2024,2024-08,August,14,Wednesday,Q3,False
2024-08-15,2024,2024-08,August,15,Thursday,Q3,False
2024-08-16,2024,2024-08,August,16,Friday,Q3,False
2024-08-17,2024,2024-08,August,17,Saturday,Q3,True
2024-08-18,2024,2024-08,August,18,Sunday,Q3,True
2024-08-19,2024,2024-08,August,19,Monday,Q3,False
2024-08-20,2024,2024-08,August,20,Tuesday,Q3,False
2024-08-21,2024,2024-08,August,21,Wednesday,Q3,False
2024-08-22,2024,2024-08,August,22,Thursday,Q3,False
2024-08-23,2024,2024-08,August,23,Friday,Q3,False
2024-08-24,2024,2024-08,August,24,Saturday,Q3,True
2024-08-25,2024,2024-08,August,25,Sunday,Q3,True
2024-08-26,2024,2024-08,August,26,Monday,Q3,False
2024-08-27,2024,2024-08,August,27,Tuesday,Q3,False
2024-08-28,2024,2024-08,August,28,Wednesday,Q3,False
2024-08-29,2024,2024-08,August,29,Thursday,Q3,False
2024-08-30,2024,2024-08,August,30,Friday,Q3,False
2024-08-31,2024,2024-08,August,31,Saturday,Q3,True
2024-09-01,2024,2024-09,September,1,Sunday,Q3,True
2024-09-02,2024,2024-09,September,2,Monday,Q3,False
2024-09-03,2024,2024-09,September,3,Tuesday,Q3,False
2024-09-04,2024,2024-09,September,4,Wednesday,Q3,False
2024-09-05,2024,2024-09,September,5,Thursday,Q3,False
2024-09-06,2024,2024-09,September,6,Friday,Q3,False
2024-09-07,2024,2024-09,September,7,Saturday,Q3,True
2024-09-08,2024,2024-09,September,8,Sunday,Q3,True
2024-09-09,2024,2024-09,September,9,Monday,Q3,False
2024-09-10,2024,2024-09,September,10,Tuesday,Q3,False
2024-09-11,2024,2024-09,September,11,Wednesday,Q3,False
2024-09-12,2024,2024-09,September,12,Thursday,Q3,False
2024-09-13,2024,2024-09,September,13,Friday,Q3,False
2024-09-14,2024,2024-09,September,14,Saturday,Q3,True
2024-09-15,2024,2024-09,September,15,Sunday,Q3,True
2024-09-16,2024,2024-09,September,16,Monday,Q3,False
2024-09-17,2024,2024-09,September,17,Tuesday,Q3,False
2024-09-18,2024,2024-09,September,18,Wednesday,Q3,False
2024-09-19,2024,2024-09,September,19,Thursday,Q3,False
2024-09-20,2024,2024-09,September,20,Friday,Q3,False
2024-09-21,2024,2024-09,September,21,Saturday,Q3,True
2024-09-22,2024,2024-09,September,22,Sunday,Q3,True
2024-09-23,2024,2024-09,September,23,Monday,Q3,False
2024-09-24,2024,2024-09,September,24,Tuesday,Q3,False
2024-09-25,2024,2024-09,September,25,Wednesday,Q3,False
2024-09-26,2024,2024-09,September,26,Thursday,Q3,False
2024-09-27,2024,2024-09,September,27,Friday,Q3,False
2024-09-28,2024,2024-09,September,28,Saturday,Q3,True
2024-09-29,2024,2024-09,September,29,Sunday,Q3,True
2024-09-30,2024,2024-09,September,30,Monday,Q3,False
2024-10-01,2024,2024-10,October,1,Tuesday,Q4,False
2024-10-02,2024,2024-10,October,2,Wednesday,Q4,False
2024-10-03,2024,2024-10,October,3,Thursday,Q4,False
2024-10-04,2024,2024-10,October,4,Friday,Q4,False
2024-10-05,2024,2024-10,October,5,Saturday,Q4,True
2024-10-06,2024,2024-10,October,6,Sunday,Q4,True
2024-10-07,2024,2024-10,October,7,Monday,Q4,False
2024-10-08,2024,2024-10,October,8,Tuesday,Q4,False
2024-10-09,2024,2024-10,October,9,Wednesday,Q4,False
2024-10-10,2024,2024-10,October,10,Thursday,Q4,False
2024-10-11,2024,2024-10,October,11,Friday,Q4,False
2024-10-12,2024,2024-10,October,12,Saturday,Q4,True
2024-10-13,2024,2024-10,October,13,Sunday,Q4,True
2024-10-14,2024,2024-10,October,14,Monday,Q4,False
2024-10-15,2024,2024-10,October,15,Tuesday,Q4,False
2024-10-16,2024,2024-10,October,16,Wednesday,Q4,False
2024-10-17,2024,2024-10,October,17,Thursday,Q4,False
2024-10-18,2024,2024-10,October,18,Friday,Q4,False
2024-10-19,2024,2024-10,October,19,Saturday,Q4,True
2024-10-20,2024,2024-10,October,20,Sunday,Q4,True
2024-10-21,2024,2024-10,October,21,Monday,Q4,False
2024-10-22,2024,2024-10,October,22,Tuesday,Q4,False
2024-10-23,2024,2024-10,October,23,Wednesday,Q4,False
2024-10-24,2024,2024-10,October,24,Thursday,Q4,False
2024-10-25,2024,2024-10,October,25,Friday,Q4,False
2024-10-26,2024,2024-10,October,26,Saturday,Q4,True
2024-10-27,2024,2024-10,October,27,Sunday,Q4,True
2024-10-28,2024,2024-10,October,28,Monday,Q4,False
2024-10-29,2024,2024-10,October,29,Tuesday,Q4,False
2024-10-30,2024,2024-10,October,30,Wednesday,Q4,False
2024-10-31,2024,2024-10,October,31,Thursday,Q4,False
2024-11-01,2024,2024-11,November,1,Friday,Q4,False
2024-11-02,2024,2024-11,November,2,Saturday,Q4,True
2024-11-03,2024,2024-11,November,3,Sunday,Q4,True
2024-11-04,2024,2024-11,November,4,Monday,Q4,False
2024-11-05,2024,2024-11,November,5,Tuesday,Q4,False
2024-11-06,2024,2024-11,November,6,Wednesday,Q4,False
2024-11-07,2024,2024-11,November,7,Thursday,Q4,False
2024-11-08,2024,2024-11,November,8,Friday,Q4,False
2024-11-09,2024,2024-11,November,9,Saturday,Q4,True
2024-11-10,2024,2024-11,November,10,Sunday,Q4,True
2024-11-11,2024,2024-11,November,11,Monday,Q4,False
2024-11-12,2024,2024-11,November,12,Tuesday,Q4,False
2024-11-13,2024,2024-11,November,13,Wednesday,Q4,False
2024-11-14,2024,2024-11,November,14,Thursday,Q4,False
2024-11-15,2024,2024-11,November,15,Friday,Q4,False
2024-11-16,2024,2024-11,November,16,Saturday,Q4,True
2024-11-17,2024,2024-11,November,17,Sunday,Q4,True
2024-11-18,2024,2024-11,November,18,Monday,Q4,False
2024-11-19,2024,2024-11,November,19,Tuesday,Q4,False
2024-11-20,2024,2024-11,November,20,Wednesday,Q4,False
2024-11-21,2024,2024-11,November,21,Thursday,Q4,False
2024-11-22,2024,2024-11,November,22,Friday,Q4,False
2024-11-23,2024,2024-11,November,23,Saturday,Q4,True
2024-11-24,2024,2024-11,November,24,Sunday,Q4,True
2024-11-25,2024,2024-11,November,25,Monday,Q4,False
2024-11-26,2024,2024-11,November,26,Tuesday,Q4,False
2024-11-27,2024,2024-11,November,27,Wednesday,Q4,False
2024-11-28,2024,2024-11,November,28,Thursday,Q4,False
2024-11-29,2024,2024-11,November,29,Friday,Q4,False
2024-11-30,2024,2024-11,November,30,Saturday,Q4,True
2024-12-01,2024,2024-12,December,1,Sunday,Q4,True
2024-12-02,2024,2024-12,December,2,Monday,Q4,False
2024-12-03,2024,2024-12,December,3,Tuesday,Q4,False
2024-12-04,2024,2024-12,December,4,Wednesday,Q4,False
2024-12-05,2024,2024-12,December,5,Thursday,Q4,False
2024-12-06,2024,2024-12,December,6,Friday,Q4,False
2024-12-07,2024,2024-12,December,7,Saturday,Q4,True
2024-12-08,2024,2024-12,December,8,Sunday,Q4,True
2024-12-09,2024,2024-12,December,9,Monday,Q4,False
2024-12-10,2024,2024-12,December,10,Tuesday,Q4,False
2024-12-11,2024,2024-12,December,11,Wednesday,Q4,False
2024-12-12,2024,2024-12,December,12,Thursday,Q4,False
2024-12-13,2024,2024-12,December,13,Friday,Q4,False
2024-12-14,2024,2024-12,December,14,Saturday,Q4,True
2024-12-15,2024,2024-12,December,15,Sunday,Q4,True
2024-12-16,2024,2024-12,December,16,Monday,Q4,False
2024-12-17,2024,2024-12,December,17,Tuesday,Q4,False
2024-12-18,2024,2024-12,December,18,Wednesday,Q4,False
2024-12-19,2024,2024-12,December,19,Thursday,Q4,False
2024-12-20,2024,2024-12,December,20,Friday,Q4,False
2024-12-21,2024,2024-12,December,21,Saturday,Q4,True
2024-12-22,2024,2024-12,December,22,Sunday,Q4,True
2024-12-23,2024,2024-12,December,23,Monday,Q4,False
2024-12-24,2024,2024-12,December,24,Tuesday,Q4,False
2024-12-25,2024,2024-12,December,25,Wednesday,Q4,False
2024-12-26,2024,2024-12,December,26,Thursday,Q4,False
2024-12-27,2024,2024-12,December,27,Friday,Q4,False
2024-12-28,2024,2024-12,December,28,Saturday,Q4,True
2024-12-29,2024,2024-12,December,29,Sunday,Q4,True
2024-12-30,2024,2024-12,December,30,Monday,Q4,False
2024-12-31,2024,2024-12,December,31,Tuesday,Q4,False
2025-01-01,2025,2025-01,January,1,Wednesday,Q1,False
2025-01-02,2025,2025-01,January,2,Thursday,Q1,False
2025-01-03,2025,2025-01,January,3,Friday,Q1,False
2025-01-04,2025,2025-01,January,4,Saturday,Q1,True
2025-01-05,2025,2025-01,January,5,Sunday,Q1,True
2025-01-06,2025,2025-01,January,6,Monday,Q1,False
2025-01-07,2025,2025-01,January,7,Tuesday,Q1,False
2025-01-08,2025,2025-01,January,8,Wednesday,Q1,False
2025-01-09,2025,2025-01,January,9,Thursday,Q1,False
2025-01-10,2025,2025-01,January,10,Friday,Q1,False
2025-01-11,2025,2025-01,January,11,Saturday,Q1,True
2025-01-12,2025,2025-01,January,12,Sunday,Q1,True
2025-01-13,2025,2025-01,January,13,Monday,Q1,False
2025-01-14,2025,2025-01,January,14,Tuesday,Q1,False
2025-01-15,2025,2025-01,January,15,Wednesday,Q1,False
2025-01-16,2025,2025-01,January,16,Thursday,Q1,False
2025-01-17,2025,2025-01,January,17,Friday,Q1,False
2025-01-18,2025,2025-01,January,18,Saturday,Q1,True
2025-01-19,2025,2025-01,January,19,Sunday,Q1,True
2025-01-20,2025,2025-01,January,20,Monday,Q1,False
2025-01-21,2025,2025-01,January,21,Tuesday,Q1,False
2025-01-22,2025,2025-01,January,22,Wednesday,Q1,False
2025-01-23,2025,2025-01,January,23,Thursday,Q1,False
2025-01-24,2025,2025-01,January,24,Friday,Q1,False
2025-01-25,2025,2025-01,January,25,Saturday,Q1,True
2025-01-26,2025,2025-01,January,26,Sunday,Q1,True
2025-01-27,2025,2025-01,January,27,Monday,Q1,False
2025-01-28,2025,2025-01,January,28,Tuesday,Q1,False
2025-01-29,2025,2025-01,January,29,Wednesday,Q1,False
2025-01-30,2025,2025-01,January,30,Thursday,Q1,False
2025-01-31,2025,2025-01,January,31,Friday,Q1,False
2025-02-01,2025,2025-02,February,1,Saturday,Q1,True
2025-02-02,2025,2025-02,February,2,Sunday,Q1,True
2025-02-03,2025,2025-02,February,3,Monday,Q1,False
2025-02-04,2025,2025-02,February,4,Tuesday,Q1,False
2025-02-05,2025,2025-02,February,5,Wednesday,Q1,False
2025-02-06,2025,2025-02,February,6,Thursday,Q1,False
2025-02-07,2025,2025-02,February,7,Friday,Q1,False
2025-02-08,2025,2025-02,February,8,Saturday,Q1,True
2025-02-09,2025,2025-02,February,9,Sunday,Q1,True
2025-02-10,2025,2025-02,February,10,Monday,Q1,False
2025-02-11,2025,2025-02,February,11,Tuesday,Q1,False
2025-02-12,2025,2025-02,February,12,Wednesday,Q1,False
2025-02-13,2025,2025-02,February,13,Thursday,Q1,False
2025-02-14,2025,2025-02,February,14,Friday,Q1,False
2025-02-15,2025,2025-02,February,15,Saturday,Q1,True
2025-02-16,2025,2025-02,February,16,Sunday,Q1,True
2025-02-17,2025,2025-02,February,17,Monday,Q1,False
2025-02-18,2025,2025-02,February,18,Tuesday,Q1,False
2025-02-19,2025,2025-02,February,19,Wednesday,Q1,False
2025-02-20,2025,2025-02,February,20,Thursday,Q1,False
2025-02-21,2025,2025-02,February,21,Friday,Q1,False
2025-02-22,2025,2025-02,February,22,Saturday,Q1,True
2025-02-23,2025,2025-02,February,23,Sunday,Q1,True
2025-02-24,2025,2025-02,February,24,Monday,Q1,False
2025-02-25,2025,2025-02,February,25,Tuesday,Q1,False
2025-02-26,2025,2025-02,February,26,Wednesday,Q1,False
2025-02-27,2025,2025-02,February,27,Thursday,Q1,False
2025-02-28,2025,2025-02,February,28,Friday,Q1,False
2025-03-01,2025,2025-03,March,1,Saturday,Q1,True
2025-03-02,2025,2025-03,March,2,Sunday,Q1,True
2025-03-03,2025,2025-03,March,3,Monday,Q1,False
2025-03-04,2025,2025-03,March,4,Tuesday,Q1,False
2025-03-05,2025,2025-03,March,5,Wednesday,Q1,False
2025-03-06,2025,2025-03,March,6,Thursday,Q1,False
2025-03-07,2025,2025-03,March,7,Friday,Q1,False
2025-03-08,2025,2025-03,March,8,Saturday,Q1,True
2025-03-09,2025,2025-03,March,9,Sunday,Q1,True
2025-03-10,2025,2025-03,March,10,Monday,Q1,False
2025-03-11,2025,2025-03,March,11,Tuesday,Q1,False
2025-03-12,2025,2025-03,March,12,Wednesday,Q1,False
2025-03-13,2025,2025-03,March,13,Thursday,Q1,False
2025-03-14,2025,2025-03,March,14,Friday,Q1,False
2025-03-15,2025,2025-03,March,15,Saturday,Q1,True
2025-03-16,2025,2025-03,March,16,Sunday,Q1,True
2025-03-17,2025,2025-03,March,17,Monday,Q1,False
2025-03-18,2025,2025-03,March,18,Tuesday,Q1,False
2025-03-19,2025,2025-03,March,19,Wednesday,Q1,False
2025-03-20,2025,2025-03,March,20,Thursday,Q1,False
2025-03-21,2025,2025-03,March,21,Friday,Q1,False
2025-03-22,2025,2025-03,March,22,Saturday,Q1,True
2025-03-23,2025,2025-03,March,23,Sunday,Q1,True
2025-03-24,2025,2025-03,March,24,Monday,Q1,False
2025-03-25,2025,2025-03,March,25,Tuesday,Q1,False
2025-03-26,2025,2025-03,March,26,Wednesday,Q1,False
2025-03-27,2025,2025-03,March,27,Thursday,Q1,False
2025-03-28,2025,2025-03,March,28,Friday,Q1,False
2025-03-29,2025,2025-03,March,29,Saturday,Q1,True
2025-03-30,2025,2025-03,March,30,Sunday,Q1,True
2025-03-31,2025,2025-03,March,31,Monday,Q1,False
2025-04-01,2025,2025-04,April,1,Tuesday,Q2,False
2025-04-02,2025,2025-04,April,2,Wednesday,Q2,False
2025-04-03,2025,2025-04,April,3,Thursday,Q2,False
2025-04-04,2025,2025-04,April,4,Friday,Q2,False
2025-04-05,2025,2025-04,April,5,Saturday,Q2,True
2025-04-06,2025,2025-04,April,6,Sunday,Q2,True
2025-04-07,2025,2025-04,April,7,Monday,Q2,False
2025-04-08,2025,2025-04,April,8,Tuesday,Q2,False
2025-04-09,2025,2025-04,April,9,Wednesday,Q2,False
2025-04-10,2025,2025-04,April,10,Thursday,Q2,False
2025-04-11,2025,2025-04,April,11,Friday,Q2,False
2025-04-12,2025,2025-04,April,12,Saturday,Q2,True
2025-04-13,2025,2025-04,April,13,Sunday,Q2,True
2025-04-14,2025,2025-04,April,14,Monday,Q2,False
2025-04-15,2025,2025-04,April,15,Tuesday,Q2,False
2025-04-16,2025,2025-04,April,16,Wednesday,Q2,False
2025-04-17,2025,2025-04,April,17,Thursday,Q2,False
2025-04-18,2025,2025-04,April,18,Friday,Q2,False
2025-04-19,2025,2025-04,April,19,Saturday,Q2,True
2025-04-20,2025,2025-04,April,20,Sunday,Q2,True
2025-04-21,2025,2025-04,April,21,Monday,Q2,False
2025-04-22,2025,2025-04,April,22,Tuesday,Q2,False
2025-04-23,2025,2025-04,April,23,Wednesday,Q2,False
2025-04-24,2025,2025-04,April,24,Thursday,Q2,False
2025-04-25,2025,2025-04,April,25,Friday,Q2,False
2025-04-26,2025,2025-04,April,26,Saturday,Q2,True
2025-04-27,2025,2025-04,April,27,Sunday,Q2,True
2025-04-28,2025,2025-04,April,28,Monday,Q2,False
2025-04-29,2025,2025-04,April,29,Tuesday,Q2,False
2025-04-30,2025,2025-04,April,30,Wednesday,Q2,False
2025-05-01,2025,2025-05,May,1,Thursday,Q2,False
2025-05-02,2025,2025-05,May,2,Friday,Q2,False
2025-05-03,2025,2025-05,May,3,Saturday,Q2,True
2025-05-04,2025,2025-05,May,4,Sunday,Q2,True
2025-05-05,2025,2025-05,May,5,Monday,Q2,False
2025-05-06,2025,2025-05,May,6,Tuesday,Q2,False
2025-05-07,2025,2025-05,May,7,Wednesday,Q2,False
2025-05-08,2025,2025-05,May,8,Thursday,Q2,False
2025-05-09,2025,2025-05,May,9,Friday,Q2,False
2025-05-10,2025,2025-05,May,10,Saturday,Q2,True
2025-05-11,2025,2025-05,May,11,Sunday,Q2,True
2025-05-12,2025,2025-05,May,12,Monday,Q2,False
2025-05-13,2025,2025-05,May,13,Tuesday,Q2,False
2025-05-14,2025,2025-05,May,14,Wednesday,Q2,False
2025-05-15,2025,2025-05,May,15,Thursday,Q2,False
2025-05-16,2025,2025-05,May,16,Friday,Q2,False
2025-05-17,2025,2025-05,May,17,Saturday,Q2,True
2025-05-18,2025,2025-05,May,18,Sunday,Q2,True
2025-05-19,2025,2025-05,May,19,Monday,Q2,False
2025-05-20,2025,2025-05,May,20,Tuesday,Q2,False
2025-05-21,2025,2025-05,May,21,Wednesday,Q2,False
2025-05-22,2025,2025-05,May,22,Thursday,Q2,False
2025-05-23,2025,2025-05,May,23,Friday,Q2,False
2025-05-24,2025,2025-05,May,24,Saturday,Q2,True
2025-05-25,2025,2025-05,May,25,Sunday,Q2,True
2025-05-26,2025,2025-05,May,26,Monday,Q2,False
2025-05-27,2025,2025-05,May,27,Tuesday,Q2,False
2025-05-28,2025,2025-05,May,28,Wednesday,Q2,False
2025-05-29,2025,2025-05,May,29,Thursday,Q2,False
2025-05-30,2025,2025-05,May,30,Friday,Q2,False
2025-05-31,2025,2025-05,May,31,Saturday,Q2,True
2025-06-01,2025,2025-06,June,1,Sunday,Q2,True
2025-06-02,2025,2025-06,June,2,Monday,Q2,False
2025-06-03,2025,2025-06,June,3,Tuesday,Q2,False
2025-06-04,2025,2025-06,June,4,Wednesday,Q2,False
2025-06-05,2025,2025-06,June,5,Thursday,Q2,False
2025-06-06,2025,2025-06,June,6,Friday,Q2,False
2025-06-07,2025,2025-06,June,7,Saturday,Q2,True
2025-06-08,2025,2025-06,June,8,Sunday,Q2,True
2025-06-09,2025,2025-06,June,9,Monday,Q2,False
2025-06-10,2025,2025-06,June,10,Tuesday,Q2,False
2025-06-11,2025,2025-06,June,11,Wednesday,Q2,False
2025-06-12,2025,2025-06,June,12,Thursday,Q2,False
2025-06-13,2025,2025-06,June,13,Friday,Q2,False
2025-06-14,2025,2025-06,June,14,Saturday,Q2,True
2025-06-15,2025,2025-06,June,15,Sunday,Q2,True
2025-06-16,2025,2025-06,June,16,Monday,Q2,False
2025-06-17,2025,2025-06,June,17,Tuesday,Q2,False
2025-06-18,2025,2025-06,June,18,Wednesday,Q2,False
2025-06-19,2025,2025-06,June,19,Thursday,Q2,False
2025-06-20,2025,2025-06,June,20,Friday,Q2,False
2025-06-21,2025,2025-06,June,21,Saturday,Q2,True
2025-06-22,2025,2025-06,June,22,Sunday,Q2,True
2025-06-23,2025,2025-06,June,23,Monday,Q2,False
2025-06-24,2025,2025-06,June,24,Tuesday,Q2,False
2025-06-25,2025,2025-06,June,25,Wednesday,Q2,False
2025-06-26,2025,2025-06,June,26,Thursday,Q2,False
2025-06-27,2025,2025-06,June,27,Friday,Q2,False
2025-06-28,2025,2025-06,June,28,Saturday,Q2,True
2025-06-29,2025,2025-06,June,29,Sunday,Q2,True
2025-06-30,2025,2025-06,June,30,Monday,Q2,False
2025-07-01,2025,2025-07,July,1,Tuesday,Q3,False
2025-07-02,2025,2025-07,July,2,Wednesday,Q3,False
2025-07-03,2025,2025-07,July,3,Thursday,Q3,False
2025-07-04,2025,2025-07,July,4,Friday,Q3,False
2025-07-05,2025,2025-07,July,5,Saturday,Q3,True
2025-07-06,2025,2025-07,July,6,Sunday,Q3,True
2025-07-07,2025,2025-07,July,7,Monday,Q3,False
2025-07-08,2025,2025-07,July,8,Tuesday,Q3,False
2025-07-09,2025,2025-07,July,9,Wednesday,Q3,False
2025-07-10,2025,2025-07,July,10,Thursday,Q3,False
2025-07-11,2025,2025-07,July,11,Friday,Q3,False
2025-07-12,2025,2025-07,July,12,Saturday,Q3,True
2025-07-13,2025,2025-07,July,13,Sunday,Q3,True
2025-07-14,2025,2025-07,July,14,Monday,Q3,False
2025-07-15,2025,2025-07,July,15,Tuesday,Q3,False
2025-07-16,2025,2025-07,July,16,Wednesday,Q3,False
2025-07-17,2025,2025-07,July,17,Thursday,Q3,False
